Hospital ID,Hospital,Year,Salaries,Employee Benefits,Salaries & Benefits,Supplies,Insurance,Professional Fees,Total Operating Expense,Total Operating Revenue,Net Patient Revenue,Other Operating Revenue,Operating Income,Net Income,Salaries & Benefits %,Insurance %,Supplies %,Professional Fees %,Salary YoY Growth,Insurance YoY Growth,Revenue YoY Growth
106334068,SOUTHWEST HEALTHCARE SYSTEM - MURRIETA,2022,114538572,36235904,150774476,48343320,4209891,34898594,358522811,380241173,377854534,2386639,21718362,25766666,42.05,1.17,13.48,9.73,5.72,-16.79,0.06
106334068,SOUTHWEST HEALTHCARE SYSTEM - MURRIETA,2023,141689792,26954851,168644643,55285923,4902430,15863206,387425520,412157411,409335088,2822323,24731891,11891402,43.53,1.27,14.27,4.09,11.85,16.45,8.39
106334068,SOUTHWEST HEALTHCARE SYSTEM - MURRIETA,2024,158612952,28361848,186974800,58534379,7927376,14764424,438044819,468835714,460702887,8132827,30790895,30994484,42.68,1.81,13.36,3.37,10.87,61.7,13.75
106334457,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,2020,1894031,566473,2460504,141863,43892,772475,4572051,4835127,4835112,15,263076,263076,53.82,0.96,3.1,16.9,,,
106334457,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,2021,2025101,616536,2641637,169124,43706,757239,4818779,5099304,5099304,0,280525,280525,54.82,0.91,3.51,15.71,7.36,-0.42,5.46
106334457,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,2022,2170908,626149,2797057,175594,43177,781967,4909242,5261827,5261794,33,352585,352585,56.98,0.88,3.58,15.93,5.88,-1.21,3.19
106334457,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,2023,2362106,611148,2973254,226569,44016,824601,5432818,5724958,5724943,15,292140,292140,54.73,0.81,4.17,15.18,6.3,1.94,8.8
106334457,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,2024,2606129,663552,3269681,212221,52405,676457,5998255,6174824,6174824,0,176569,176569,54.51,0.87,3.54,11.28,9.97,19.06,7.86
106334487,RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,2020,279481544,166160162,445641706,83004345,7549406,27861262,722362066,632950345,581829102,51121243,-89411721,-54368923,61.69,1.05,11.49,3.86,,,
106334487,RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,2021,288587815,77207363,365795178,93409994,8691489,28676698,679132584,664279731,603370669,60909062,-14852853,51843290,53.86,1.28,13.75,4.22,-17.92,15.13,4.95
106334487,RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,2022,309023859,92260510,401284369,90677335,8197480,95864247,793510021,774755410,742722592,32032818,-18754611,44357761,50.57,1.03,11.43,12.08,9.7,-5.68,16.63
106334487,RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,2023,372293332,166601975,538895307,111693752,8306482,123531705,1011630675,981896053,940659314,41236739,-29734622,-5483912,53.27,0.82,11.04,12.21,34.29,1.33,26.74
106334487,RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,2024,402742199,218233595,620975794,135137281,8264380,30403020,1031135183,988483780,947247041,41236739,-42651403,-24986000,60.22,0.8,13.11,2.95,15.23,-0.51,0.67
106334533,VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,2020,8854725,1576896,10431621,563866,50000,0,19285598,19046782,18569881,476901,-238816,-238816,54.09,0.26,2.92,0.0,,,
106334533,VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,2021,9261945,1699468,10961413,874019,0,0,21266366,21735470,21341860,393610,469104,469104,51.54,0.0,4.11,0.0,5.08,-100.0,14.12
106334533,VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,2022,8571326,1639446,10210772,775295,52920,0,21548628,18369413,18343956,25457,-3179215,-1557815,47.38,0.25,3.6,0.0,-6.85,,-15.49
106334533,REHABILITATION HOSPITAL OF SOUTHERN CALIFORNIA,2023,9950849,2554336,12505185,1062855,57834,3552619,23084996,22626254,22606151,20103,-458742,-231575,54.17,0.25,4.6,15.39,22.47,9.29,23.17
106334533,REHABILITATION HOSPITAL OF SOUTHERN CALIFORNIA,2024,10903097,2336269,13239366,883765,194428,2087847,23425584,23082954,23061824,21130,-342630,-174743,56.52,0.83,3.77,8.91,5.87,236.18,2.02
106334564,TEMECULA VALLEY HOSPITAL,2020,59744275,21470294,81214569,32295547,1777858,1383810,176067978,196318431,185430549,10887882,20250453,20424779,46.13,1.01,18.34,0.79,,,
106334564,TEMECULA VALLEY HOSPITAL,2021,65661894,22905167,88567061,36690721,2393023,10479505,213607301,244915190,237984690,6930500,31307889,31394405,41.46,1.12,17.18,4.91,9.05,34.6,24.75
106334564,TEMECULA VALLEY HOSPITAL,2022,75290057,21575727,96865784,35481731,2337899,11276769,227937843,247588373,239717689,7870684,19650530,19735112,42.5,1.03,15.57,4.95,9.37,-2.3,1.09
106334564,TEMECULA VALLEY HOSPITAL,2023,92613642,17090506,109704148,42849613,2544523,9280851,255836962,280074363,270981109,9093254,24237401,24429605,42.88,0.99,16.75,3.63,13.25,8.84,13.12
106334564,TEMECULA VALLEY HOSPITAL,2024,106657596,18825656,125483252,51625473,3270482,2876214,288128979,319182532,306542368,12640164,31053553,31053553,43.55,1.14,17.92,1.0,14.38,28.53,13.96
106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,2020,71546904,28871600,100418504,46264619,1458140,7454289,242599393,210822444,205076241,5746203,-31776949,-28899677,41.39,0.6,19.07,3.07,,,
106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,2021,78245387,32866702,111112089,54178340,1667317,18240853,277747171,274905084,256624295,18280789,-2842087,-649035,40.0,0.6,19.51,6.57,10.65,14.35,30.4
106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,2022,96942591,35841461,132784052,56634323,2032257,27413972,311251861,303853559,298389987,5463572,-7398302,-4513110,42.66,0.65,18.2,8.81,19.5,21.89,10.53
106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,2023,104260770,38576307,142837077,58857391,4008887,16357713,330441749,312873407,299619605,13253802,-17568342,-16000731,43.23,1.21,17.81,4.95,7.57,97.26,2.97
106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,2024,104964880,43452445,148417325,53987895,2487387,9999216,339696377,317646765,313402507,4244258,-22049612,-20543601,43.69,0.73,15.89,2.94,3.91,-37.95,1.53
106334678,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,2021,11212231,1965203,13177434,935820,99472,421255,20893679,17796534,17795110,1424,-3097145,-3177259,63.07,0.48,4.48,2.02,,,
106334678,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,2022,13312393,2289066,15601459,1343544,128716,509710,24829142,23426656,23425117,1539,-1402486,-1402486,62.84,0.52,5.41,2.05,18.4,29.4,31.64
106334678,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,2023,15005947,2559236,17565183,1455395,132686,195740,27322276,27022470,27008180,14290,-299806,-299806,64.29,0.49,5.33,0.72,12.59,3.08,15.35
106334678,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MURRIETA,2024,16721023,2930645,19651668,1567068,166012,201054,28478164,30185140,30132797,52343,1706976,198497,69.01,0.58,5.5,0.71,11.88,25.12,11.7
106340041,HERITAGE OAKS ENRICHMENT CENTER - PHF,2022,2088443,285685,2374128,90811,11253,0,3928270,2884640,2884640,0,-1043630,-836730,60.44,0.29,2.31,0.0,,,
106340041,HERITAGE OAKS ENRICHMENT CENTER - PHF,2023,2669108,338827,3007935,200807,23637,0,5151734,4156200,4156200,0,-995534,-153268,58.39,0.46,3.9,0.0,26.7,110.05,44.08
106340041,HERITAGE OAKS ENRICHMENT CENTER - PHF,2024,3120055,448947,3569002,258223,35905,0,5988619,5674968,5674968,0,-313651,325020,59.6,0.6,4.31,0.0,18.65,51.9,36.54
106340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2020,0,0,0,0,2054126,0,0,0,0,0,0,0,,,,,,,
106340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2021,177631755,75916728,253548483,78871056,2296314,10236702,808983053,863419283,750352915,113066368,54436230,54497380,31.34,0.28,9.75,1.27,,11.79,
106340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2022,187593687,78233295,265826982,87017876,1227390,13908286,839552305,911866420,769072443,142793977,72314115,72389302,31.66,0.15,10.36,1.66,4.84,-46.55,5.61
106340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2023,200942472,69028720,269971192,86477258,1687534,7924634,877072971,942656379,788063789,154592590,65583408,65690131,30.78,0.19,9.86,0.9,1.56,37.49,3.38
106340913,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2024,212671753,77298457,289970210,88970012,1490285,8082923,948602946,1065887720,898931906,166955814,117284774,117318991,30.57,0.16,9.38,0.85,7.41,-11.69,13.07
106340947,MERCY GENERAL HOSPITAL,2020,166140401,93713123,259853524,114091019,3187206,7100004,591516619,638687089,622565862,16121227,47170470,130495387,43.93,0.54,19.29,1.2,,,
106340947,MERCY GENERAL HOSPITAL,2021,174213538,101455753,275669291,121453772,5676715,8915272,622550552,647415435,631266352,16149083,24864883,68977166,44.28,0.91,19.51,1.43,6.09,78.11,1.37
106340947,MERCY GENERAL HOSPITAL,2022,186902097,103972798,290874895,127867516,1930398,11369204,628959963,624582256,616147314,8434942,-4377707,-1990287,46.25,0.31,20.33,1.81,5.52,-65.99,-3.53
106340947,MERCY GENERAL HOSPITAL,2023,197522245,107066968,304589213,138225863,4002882,17504967,676412099,709563263,691587020,17976243,33151164,40049700,45.03,0.59,20.44,2.59,4.71,107.36,13.61
106340947,MERCY GENERAL HOSPITAL,2024,207547009,104600426,312147435,143497930,3887204,16748751,732995820,782226262,778710394,3515868,49230442,60424105,42.59,0.53,19.58,2.28,2.48,-2.89,10.24
106340950,MERCY SAN JUAN HOSPITAL,2020,224140377,127933031,352073408,90959785,3270690,9858611,699614566,752732989,712823195,39909794,53118423,148251439,50.32,0.47,13.0,1.41,,,
106340950,MERCY SAN JUAN MEDICAL CENTER,2021,236068064,140160990,376229054,91667195,5453918,14319391,738461764,757296334,732352574,24943760,18834570,43815824,50.95,0.74,12.41,1.94,6.86,66.75,0.61
106340950,MERCY SAN JUAN MEDICAL CENTER,2022,250705238,141494906,392200144,93582172,2551574,19647765,737496614,720088959,707589354,12499605,-17407655,-7704627,53.18,0.35,12.69,2.66,4.25,-53.22,-4.91
106340950,MERCY SAN JUAN MEDICAL CENTER,2023,248131354,139017604,387148958,89380514,4035027,19409538,753455135,782922368,756278203,26644165,29467233,35328725,51.38,0.54,11.86,2.58,-1.29,58.14,8.73
106340950,MERCY SAN JUAN MEDICAL CENTER,2024,259581459,134016554,393598013,89170787,3443250,20481101,806907840,827706108,819066725,8639383,20798268,25734315,48.78,0.43,11.05,2.54,1.67,-14.67,5.72
106340951,METHODIST HOSPITAL - SACRAMENTO,2020,102157407,58119159,160276566,29117150,3063150,9808499,312901119,306675188,298218583,8456605,-6225931,-4932516,51.22,0.98,9.31,3.13,,,
106340951,METHODIST HOSPITAL - SACRAMENTO,2021,106658030,62999436,169657466,30386923,3952341,10215136,329893938,316275582,300061316,16214266,-13618356,-10224521,51.43,1.2,9.21,3.1,5.85,29.03,3.13
106340951,METHODIST HOSPITAL - SACRAMENTO,2022,114776859,62415870,177192729,34293928,1678687,10848401,334461136,296470107,292959424,3510683,-37991029,-31899015,52.98,0.5,10.25,3.24,4.44,-57.53,-6.26
106340951,METHODIST HOSPITAL - SACRAMENTO,2023,119316202,62543009,181859211,32944804,2545838,14472245,356540962,343651930,332409391,11242539,-12889032,-9271116,51.01,0.71,9.24,4.06,2.63,51.66,15.91
106340951,METHODIST HOSPITAL - SACRAMENTO,2024,125966702,62483627,188450329,33550046,2660761,10225282,381463353,382296233,378212257,4083976,832880,3487356,49.4,0.7,8.8,2.68,3.62,4.51,11.25
106341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2020,908750589,758809005,1667559594,427879717,9894760,33112255,2697222193,2707712136,2589614338,118097798,10489943,19573607,61.83,0.37,15.86,1.23,,,
106341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2021,1027317696,595068563,1622386259,515662820,10631238,35821947,2791678553,3061977491,2939218323,122759168,270298938,321268521,58.12,0.38,18.47,1.28,-2.71,7.44,13.08
106341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2022,1153781706,808027622,1961809328,561055897,12394500,30227456,3200375565,3143479089,3052369157,91109932,-56896476,-68066507,61.3,0.39,17.53,0.94,20.92,16.59,2.66
106341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2023,1301927548,931375826,2233303374,645152572,14936667,48239064,3652046781,3623217261,3519909079,103308182,-28829520,60871758,61.15,0.41,17.67,1.32,13.84,20.51,15.26
106341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2024,1565613473,790161618,2355775091,733956058,15053467,18537031,3863295386,3930443018,3850128631,80314387,67147632,127421214,60.98,0.39,19.0,0.48,5.48,0.78,8.48
106341051,SUTTER MEDICAL CENTER - SACRAMENTO,2020,368359037,187514771,555873808,204642479,5050897,10006753,1278397467,1287339992,1236484305,50855687,8942525,16214546,43.48,0.4,16.01,0.78,,,
106341051,SUTTER MEDICAL CENTER - SACRAMENTO,2021,387450247,184241676,571691923,221409645,5269830,12596760,1311265319,1359774329,1343524153,16250176,48509010,113752558,43.6,0.4,16.89,0.96,2.85,4.33,5.63
106341051,SUTTER MEDICAL CENTER - SACRAMENTO,2022,404595010,164942349,569537359,224591448,5288397,21104556,1334645484,1369610513,1359088756,10521757,34965029,13653926,42.67,0.4,16.83,1.58,-0.38,0.35,0.72
106341051,SUTTER MEDICAL CENTER - SACRAMENTO,2023,444763782,185824505,630588287,305103445,5655719,17424824,1538284793,1618477480,1602156540,16320940,80192687,147028825,40.99,0.37,19.83,1.13,10.72,6.95,18.17
106341051,SUTTER MEDICAL CENTER - SACRAMENTO,2024,498448354,205969775,704418129,373800278,4673808,10792448,1732552446,1854031707,1826705448,27326259,121479261,141533104,40.66,0.27,21.58,0.62,11.71,-17.36,14.55
106341326,SACRAMENTO REHABILITATION HOSPITAL,2024,16929116,3606617,20535733,1072314,175931,3711708,35826159,35572288,35550626,21662,-253871,-253871,57.32,0.49,2.99,10.36,,,
106342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,2020,0,0,0,0,119755,0,0,0,0,0,0,0,,,,,,,
106342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,2021,227109622,97563525,324673147,75834846,338481,13818929,816372705,911266489,836256788,75009701,94893784,96252229,39.77,0.04,9.29,1.69,,182.64,
106342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,2022,239869582,101155337,341024919,77577116,1537368,14355950,842934790,891344047,797877830,93466217,48409257,48504563,40.46,0.18,9.2,1.7,5.04,354.2,-2.19
106342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,2023,255758345,89029929,344788274,81039325,2414646,10963440,888054734,915947382,813739642,102207740,27892648,27970291,38.83,0.27,9.13,1.23,1.1,57.06,2.76
106342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,2024,268158398,98864835,367023233,79518923,2482334,10418382,994975528,1014735142,891934156,122800986,19759614,18767061,36.89,0.25,7.99,1.05,6.45,2.8,10.79
106342392,SIERRA VISTA HOSPITAL,2020,22435716,3732980,26168696,1757004,377352,0,43314708,63874136,63493318,380818,20559428,19945440,60.42,0.87,4.06,0.0,,,
106342392,SIERRA VISTA HOSPITAL,2021,23792914,4040413,27833327,1638142,563833,0,44614953,63495820,63467002,28818,18880867,18163800,62.39,1.26,3.67,0.0,6.36,49.42,-0.59
106342392,SIERRA VISTA HOSPITAL,2022,24637483,3748684,28386167,1639736,512474,0,45928071,66479533,66446868,32665,20551462,19820518,61.81,1.12,3.57,0.0,1.99,-9.11,4.7
106342392,SIERRA VISTA HOSPITAL,2023,26802332,4563973,31366305,1677503,594515,0,49780956,70629570,70331814,297756,20848614,20370836,63.01,1.19,3.37,0.0,10.5,16.01,6.24
106342392,SIERRA VISTA HOSPITAL,2024,29382752,4167278,33550030,1872983,769676,0,55167797,78522126,78469852,52274,23354329,22968962,60.81,1.4,3.4,0.0,6.96,29.46,11.17
106344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER - PHF,2020,0,0,0,0,0,0,77602966,77602966,77602966,0,0,0,0.0,0.0,0.0,0.0,,,
106344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER - PHF,2021,0,0,0,0,0,0,73188875,73188875,73188875,0,0,0,0.0,0.0,0.0,0.0,,,-5.69
106344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER - PHF,2022,0,0,0,0,0,0,88973936,88973936,88973936,0,0,0,0.0,0.0,0.0,0.0,,,21.57
106344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER - PHF,2023,0,0,0,0,0,0,101525576,101525576,101525576,0,0,0,0.0,0.0,0.0,0.0,,,14.11
106344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER - PHF,2024,0,0,0,0,0,0,118601981,118601981,118601981,0,0,0,0.0,0.0,0.0,0.0,,,16.82
106344017,SUTTER CENTER FOR PSYCHIATRY,2020,21074765,11101465,32176230,1348093,218330,61150,44507724,38756465,35644882,3111583,-5751259,-5214820,72.29,0.49,3.03,0.14,,,
106344017,SUTTER CENTER FOR PSYCHIATRY,2021,20984331,10836670,31821001,1268604,228239,123216,44295854,42974844,42212300,762544,-1321010,946583,71.84,0.52,2.86,0.28,-1.1,4.54,10.88
106344017,SUTTER CENTER FOR PSYCHIATRY,2022,20463553,9457708,29921261,1218999,216677,816951,43825104,36834639,36736233,98406,-6990465,-7705149,68.27,0.49,2.78,1.86,-5.97,-5.07,-14.29
106344017,SUTTER CENTER FOR PSYCHIATRY,2023,22322323,10474925,32797248,1361056,320241,1004838,49480880,39329401,39257746,71655,-10151479,-7901542,66.28,0.65,2.75,2.03,9.61,47.8,6.77
106344017,SUTTER CENTER FOR PSYCHIATRY,2024,25313722,11400022,36713744,1435103,202292,1262789,53963924,44255638,44164905,90733,-9708286,-8128014,68.03,0.37,2.66,2.34,11.94,-36.83,12.53
106344021,HERITAGE OAKS HOSPITAL,2020,18443574,3939195,22382769,1597855,304137,0,34981350,46784657,46779485,5172,11803307,13428470,63.98,0.87,4.57,0.0,,,
106344021,HERITAGE OAKS HOSPITAL,2021,20797605,3771811,24569416,1705605,437743,0,38285763,51401037,50213680,1187357,13115274,15417592,64.17,1.14,4.45,0.0,9.77,43.93,9.87
106344021,HERITAGE OAKS HOSPITAL,2022,23720111,3876604,27596715,1650186,389926,0,41611995,54504151,54501829,2322,12892156,16704948,66.32,0.94,3.97,0.0,12.32,-10.92,6.04
106344021,HERITAGE OAKS HOSPITAL,2023,26270266,4284293,30554559,1496648,476263,0,45062525,59912008,59908177,3831,14849483,18477277,67.8,1.06,3.32,0.0,10.72,22.14,9.92
106344021,HERITAGE OAKS HOSPITAL,2024,27085979,4592923,31678902,1513399,649063,0,47094743,61817547,61806866,10681,14722804,15052728,67.27,1.38,3.21,0.0,3.68,36.28,3.18
106344029,MERCY HOSPITAL - FOLSOM,2020,66233517,36979511,103213028,21822706,1983324,3594691,206451114,253101541,247375554,5725987,46650427,110774051,49.99,0.96,10.57,1.74,,,
106344029,MERCY HOSPITAL - FOLSOM,2021,71262605,40616671,111879276,23273532,2030029,4162010,218344127,259029965,253982434,5047531,40685838,146069315,51.24,0.93,10.66,1.91,8.4,2.35,2.34
106344029,MERCY HOSPITAL - FOLSOM,2022,78496634,42587443,121084077,26855110,1032883,6762488,227145303,277539638,275567403,1972235,50394335,35407862,53.31,0.45,11.82,2.98,8.23,-49.12,7.15
106344029,MERCY HOSPITAL - FOLSOM,2023,82304789,42926739,125231528,25590341,1932833,6449933,238636838,294863386,287767219,7096167,56226548,77273960,52.48,0.81,10.72,2.7,3.43,87.13,6.24
106344029,MERCY HOSPITAL - FOLSOM,2024,86084367,41871742,127956109,23532357,2014075,9925864,257378513,303242295,302472314,769981,45863782,109931068,49.72,0.78,9.14,3.86,2.18,4.2,2.84
106344035,VIBRA HOSPITAL OF SACRAMENTO,2020,19110257,3170191,22280448,5182536,237732,0,37631734,43907906,43628171,279735,6276172,6276172,59.21,0.63,13.77,0.0,,,
106344035,VIBRA HOSPITAL OF SACRAMENTO,2021,18224220,3214721,21438941,3212640,248688,0,36732430,45198584,44663014,535570,8466154,8466154,58.37,0.68,8.75,0.0,-3.78,4.61,2.94
106344035,VIBRA HOSPITAL OF SACRAMENTO,2022,20572069,3315116,23887185,3035295,280266,0,40037890,43951774,43694243,257531,3913884,7058313,59.66,0.7,7.58,0.0,11.42,12.7,-2.76
106344035,VIBRA HOSPITAL OF SACRAMENTO,2023,22555804,3942362,26498166,3177730,279714,0,42817735,47458423,47038406,420017,4640688,4640688,61.89,0.65,7.42,0.0,10.93,-0.2,7.98
106344035,VIBRA HOSPITAL OF SACRAMENTO,2024,22793505,4389047,27182552,3104161,190027,0,45554051,55780734,55585642,195092,10226683,10226683,59.67,0.42,6.81,0.0,2.58,-32.06,17.54
106344114,SHRINERS HOSPITAL FOR CHILDREN - NORTHERN CALIFORNIA,2020,0,0,0,0,0,0,95858979,53422947,24182490,29240457,-42436032,-36338371,0.0,0.0,0.0,0.0,,,
106344114,SHRINERS HOSPITAL FOR CHILDREN - NORTHERN CALIFORNIA,2021,0,0,0,0,0,0,104310353,56993034,32893560,24099474,-47317319,-37702574,0.0,0.0,0.0,0.0,,,6.68
106344114,SHRINERS HOSPITAL FOR CHILDREN - NORTHERN CALIFORNIA,2022,0,0,0,0,0,0,104730176,54726851,26844144,27882707,-50003325,-42863500,0.0,0.0,0.0,0.0,,,-3.98
106344114,SHRINERS HOSPITAL FOR CHILDREN - NORTHERN CALIFORNIA,2023,0,0,0,0,0,0,111525162,58227839,32490164,25737675,-53297323,-46629707,0.0,0.0,0.0,0.0,,,6.4
106344114,SHRINERS HOSPITAL FOR CHILDREN - NORTHERN CALIFORNIA,2024,0,0,0,0,0,0,125657036,70587566,34067378,36520188,-55069470,-47226988,0.0,0.0,0.0,0.0,,,21.23
106344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - CARMICHAEL,2020,1885187,625344,2510531,158091,47357,21268,4239912,4966760,4454966,511794,726848,726848,59.21,1.12,3.73,0.5,,,
106344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - CARMICHAEL,2021,1767628,530334,2297962,188890,40420,41490,3978665,5245814,4681380,564434,1267149,1267149,57.76,1.02,4.75,1.04,-8.47,-14.65,5.62
106344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - CARMICHAEL,2022,1741885,531355,2273240,149595,15670,18643,4210323,5441864,3319992,2121872,1231541,1231541,53.99,0.37,3.55,0.44,-1.08,-61.23,3.74
106344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - CARMICHAEL,2023,1871446,648494,2519940,156861,16587,51938,4667173,5729994,4266039,1463955,1062821,1062821,53.99,0.36,3.36,1.11,10.85,5.85,5.29
106344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - CARMICHAEL,2024,2310228,789503,3099731,144011,16921,1169,5045360,6003150,5277864,725286,957790,957790,61.44,0.34,2.85,0.02,23.01,2.01,4.77
106344188,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SACRAMENTO,2020,1993044,830445,2823489,197237,51991,33326,4666344,5007573,4726551,281022,341229,341229,60.51,1.11,4.23,0.71,,,
106344188,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SACRAMENTO,2021,1980597,691680,2672277,167004,45206,30631,4467653,5263902,4740930,522972,796249,796249,59.81,1.01,3.74,0.69,-5.36,-13.05,5.12
106344188,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SACRAMENTO,2022,2128705,767593,2896298,138876,15670,28779,5050775,5442106,3979215,1462891,391331,391331,57.34,0.31,2.75,0.57,8.38,-65.34,3.39
106344188,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SACRAMENTO,2023,2427387,810184,3237571,160743,16587,58500,5395930,5724766,5382624,342142,328836,328836,60.0,0.31,2.98,1.08,11.78,5.85,5.19
106344188,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SACRAMENTO,2024,2769016,930979,3699995,218375,16921,3278,5763171,5986611,5436102,550509,223440,223440,64.2,0.29,3.79,0.06,14.28,2.01,4.57
106344210,"SACRAMENTO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",2022,13064161,2211916,15276077,594639,96992,688773,27767979,23375710,17187843,6187867,-4392269,-4392265,55.01,0.35,2.14,2.48,,,
106344210,"SACRAMENTO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",2023,17200361,2971902,20172263,986715,289619,2872104,39368001,44739575,39112907,5626668,5371574,5371574,51.24,0.74,2.51,7.3,32.05,198.6,91.39
106344210,"SACRAMENTO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",2024,20490879,3506444,23997323,1316432,245507,3644949,47749837,50608676,45545525,5063151,2858839,2858844,50.26,0.51,2.76,7.63,18.96,-15.23,13.12
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,2020,48997153,27385123,76382276,10659531,270817,4077752,127336433,116962688,104290572,12672116,-10373745,-4652596,59.98,0.21,8.37,3.2,,,
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,2021,51675993,30371736,82047729,12056151,86645,10522457,143540923,139163427,126958796,12204631,-4377496,300053,57.16,0.06,8.4,7.33,7.42,-68.01,18.98
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,2022,56772324,31391539,88163863,13648189,117076,7349207,148846921,146578841,138309557,8269284,-2268080,2635513,59.23,0.08,9.17,4.94,7.45,35.12,5.33
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,2023,57661569,41960908,99622477,12547252,153291,8235669,164629128,159674176,148949528,10724648,-4954952,329842,60.51,0.09,7.62,5.0,13.0,30.93,8.93
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,2024,57247792,23620761,80868553,12016415,119319,9528903,143606389,153406221,151940474,1465747,9799832,15687872,56.31,0.08,8.37,6.64,-18.82,-22.16,-3.93
106361110,BEAR VALLEY COMMUNITY HOSPITAL,2020,11947581,2644521,14592102,1915041,339122,0,26014646,28124327,27948044,176283,2109681,6950542,56.09,1.3,7.36,0.0,,,
106361110,BEAR VALLEY COMMUNITY HOSPITAL,2021,13249078,2593420,15842498,2274930,396475,0,28700153,30681564,30486040,195524,1981411,4678990,55.2,1.38,7.93,0.0,8.57,16.91,9.09
106361110,BEAR VALLEY COMMUNITY HOSPITAL,2022,14275317,2785964,17061281,2461159,567312,0,33197245,30918339,30659484,258855,-2278906,1722159,51.39,1.71,7.41,0.0,7.69,43.09,0.77
106361110,BEAR VALLEY COMMUNITY HOSPITAL,2023,15208152,3401089,18609241,2211454,481148,1209207,33760325,31278690,31018124,260566,-2481635,2107277,55.12,1.43,6.55,3.58,9.07,-15.19,1.17
106361110,BEAR VALLEY COMMUNITY HOSPITAL,2024,17185391,4028361,21213752,2623063,649597,2179439,40294387,40123509,39854469,269040,-170878,5407235,52.65,1.61,6.51,5.41,14.0,35.01,28.28
106361144,CHINO VALLEY MEDICAL CENTER,2020,33273772,10203392,43477164,8127838,1206360,6448096,88713174,90346990,89290851,1056139,1633816,1633816,49.01,1.36,9.16,7.27,,,
